Sites Assessed for Housing in Site Allocations Plan 
HMCA ,Site Ref ,SA01 ,SA02 ,SA03 ,SA04 ,SA05 ,SA06 ,SA07 ,SA08 ,SA09 ,SA10 ,SA11 ,SA12 ,SA13 ,SA14 ,SA15 ,SA16 ,SA17 ,SA18a ,SA18b ,SA18c ,SA19 ,SA20 ,SA21 ,SA22a ,SA22b ,SA22c ,SA22d ,SustApprComment
2 ,2008 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2012 ,-1 ,-1 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2012 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,2013 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,-1 ,1 ,2 ,-1 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2014 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,0 ,1 ,2 ,-1 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,2014 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,0 ,1 ,2 ,-1 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2015 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,2 ,0 ,1 ,-1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1,""
2 ,2016 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,2 ,0 ,1 ,-1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1,""
2 ,2018 ,-1 ,-1 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,1 ,0 ,1 ,-1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1,""
2 ,2019 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,1 ,0 ,1 ,-1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2021 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2023 ,-1 ,-1 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,1 ,-1 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2024 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
2 ,2024 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,2028A ,-1 ,-1 ,0 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,x ,x ,2 ,x ,x ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2028B ,-1 ,-1 ,0 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,x ,x ,2 ,x ,x ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2031 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,-1 ,0 ,-2 ,2 ,0 ,-1 ,-1 ,0 ,-1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1,""
2 ,3157 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1,""
2 ,5011 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,-1 ,0 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,1 ,SA11 - large part of site is greenfield
2 ,5015 ,x ,x ,x ,x ,0 ,x ,1 ,0 ,x ,x ,x ,0 ,x ,x ,x ,x ,0 ,0 ,0 ,0 ,x ,x ,x ,0 ,0 ,x ,1,""
2 ,5019 ,x ,x ,x ,x ,0 ,x ,1 ,0 ,x ,x ,x ,0 ,x ,x ,x ,x ,0 ,0 ,0 ,0 ,x ,x ,x ,0 ,0 ,x ,1,""
2 ,5167,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3 ,267 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,2 ,2 ,-1 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
3 ,1094A ,0 ,0 ,-1 ,-1 ,0 ,-1 ,1 ,-1 ,-1 ,-2 ,-2 ,x ,-2 ,1 ,-2 ,-2 ,0 ,1 ,0 ,0 ,-2 ,-1 ,0 ,-2 ,-1 ,0 ,1,""
3 ,1094A ,0 ,0 ,-1 ,-1 ,0 ,-1 ,1 ,-1 ,-1 ,-2 ,-2 ,x ,-2 ,1 ,-2 ,-2 ,0 ,1 ,0 ,0 ,-2 ,-1 ,0 ,-2 ,-1 ,0 ,1,""
3 ,1094B ,0 ,0 ,-1 ,-1 ,0 ,-1 ,1 ,-1 ,0 ,0 ,-2 ,x ,-2 ,1 ,-2 ,-2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1,""
3 ,1295B ,0 ,0 ,-1 ,-1 ,0 ,-1 ,1 ,-1 ,-1 ,0 ,-2 ,x ,-1 ,-2 ,-1 ,-1 ,0 ,1 ,0 ,0 ,-2 ,-1 ,0 ,0 ,0 ,0 ,0,""
3 ,1297 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,1 ,1 ,-1 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,1359 ,-1 ,-1 ,0 ,-1 ,0 ,0 ,1 ,1 ,0 ,0 ,-1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,1359 ,-1 ,-1 ,0 ,-1 ,0 ,0 ,1 ,1 ,0 ,0 ,-1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,1359 ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,0 ,0 ,0 ,-1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,""
3 ,1359 ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,0 ,0 ,0 ,-1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,""
3 ,2039 ,-1 ,-1 ,-1 ,-1 ,0 ,-1 ,1 ,-1 ,-1 ,-1 ,-2 ,-2 ,-1 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,2062 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,-1 ,0 ,-1 ,-2 ,x ,-1 ,1 ,0 ,-1 ,-1 ,0 ,0 ,0 ,-1 ,0 ,-1 ,-2 ,0 ,0 ,0 ,While not near to a centre it is within walking distance of Roundhay Park
3 ,2086 ,0 ,0 ,-1 ,-1 ,0 ,-1 ,1 ,-1 ,-1 ,-2 ,-2 ,0 ,-2 ,1 ,-2 ,-2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1,""
3 ,2087 ,0 ,0 ,-1 ,-1 ,0 ,-1 ,1 ,-1 ,-1 ,-2 ,-2 ,-2 ,-2 ,1 ,-1 ,-2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1,""
3 ,2090A ,0 ,0 ,-1 ,-1 ,0 ,0 ,1 ,-1 ,0 ,-2 ,-2 ,x ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1 ,While close to Roundhay park development of the site would lead to a loss of 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",proposed green space
3 ,2090B ,0 ,0 ,-1 ,-1 ,0 ,0 ,1 ,-1 ,-1 ,-2 ,-2 ,x ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,-2 ,0 ,0 ,1,""
3 ,2144B ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,x ,-2 ,-2 ,x ,x ,-2 ,x ,x ,0 ,1 ,0 ,0 ,-1 ,0 ,x ,-2 ,0 ,0 ,1,""
3 ,3079 ,0 ,0 ,-1 ,-1 ,0 ,0 ,1 ,1 ,0 ,0 ,-2 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,3111 ,0 ,0 ,-1 ,-1 ,0 ,-1 ,1 ,1 ,0 ,0 ,-2 ,-1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1,""
3 ,3118 ,0 ,0 ,1 ,1 ,0 ,-1 ,1 ,-1 ,-1 ,1 ,-2 ,-2 ,-2 ,1 ,-2 ,-2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,3119 ,0 ,0 ,0 ,-1 ,0 ,-1 ,1 ,-1 ,0 ,-2 ,-2 ,-1 ,-1 ,1 ,1 ,-1 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,-1 ,0 ,0,""
3 ,4123 ,-1 ,-1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,2 ,-1 ,2 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
3 ,4123 ,-1 ,-1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,2 ,-1 ,2 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
3 ,4170 ,0 ,0 ,0 ,-1 ,0 ,-1 ,1 ,-1 ,0 ,x ,-2 ,-1 ,-2 ,1 ,-1 ,-2 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,0,""
3 ,4170 ,0 ,0 ,0 ,-1 ,0 ,-1 ,1 ,-1 ,0 ,x ,-2 ,-1 ,-2 ,1 ,-1 ,-2 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,0,""
3 ,4174 ,-1 ,-1 ,0 ,1 ,0 ,0 ,1 ,-1 ,0 ,x ,1 ,0 ,-1 ,2 ,0 ,-1 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,4212 ,-1 ,-1 ,0 ,1 ,0 ,0 ,1 ,-1 ,0 ,x ,1 ,0 ,-1 ,2 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,4219 ,x ,x ,0 ,1 ,0 ,x ,1 ,1 ,x ,x ,x ,-1 ,2 ,x ,1 ,2 ,0 ,0 ,0 ,0 ,-2 ,x ,x ,-2 ,0 ,0 ,1,""
3 ,4258 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,-1 ,0 ,x ,-2 ,-2 ,-2 ,1 ,-1 ,-2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1 ,SA6 the site falls adjacent to the LT5B:6 leisure designation for Barrowby Hall.
3 ,4258 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,-1 ,0 ,x ,-2 ,-2 ,-2 ,1 ,-1 ,-2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1 ,SA6 the site falls adjacent to the LT5B:6 leisure designation for Barrowby Hall.
3 ,5003 ,-1 ,-1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
3 ,5012 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,x ,-2 ,0 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1,""
3 ,5012 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,x ,-2 ,0 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,1,""
4 ,CFSM049 ,-1 ,-1 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,125 ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,2 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,184 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,-2 ,0 ,2 ,1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
HMCA ,Site Ref ,SA01 ,SA02 ,SA03 ,SA04 ,SA05 ,SA06 ,SA07 ,SA08 ,SA09 ,SA10 ,SA11 ,SA12 ,SA13 ,SA14 ,SA15 ,SA16 ,SA17 ,SA18a ,SA18b ,SA18c ,SA19 ,SA20 ,SA21 ,SA22a ,SA22b ,SA22c ,SA22d ,SustApprComment
4 ,198,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4 ,201 ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,2 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,210 ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,2 ,0 ,2 ,-1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,211 ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,2 ,-1 ,2 ,-1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,226 ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,2 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,229 ,-1 ,-1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,232 ,-1 ,-1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,252 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,-2 ,-1 ,0 ,1 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,259B,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4 ,262 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-1 ,0 ,2 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,263 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,264 ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,278 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,285 ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,2 ,2 ,2 ,-2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,370 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-2 ,0 ,2 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,814 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,816 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,-1 ,-1 ,0 ,2 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1011 ,-1 ,-1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,2 ,0 ,1 ,2 ,1 ,1 ,-1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1023 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-2 ,0 ,2 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1087 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,2 ,-2 ,-1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,-2 ,0 ,-1 ,0 ,0 ,0 ,1,""
4 ,1098 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,1 ,-2 ,1 ,1 ,0 ,1 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1142 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1145A ,-1 ,-1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,2 ,1 ,x ,2 ,2 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1145B ,-1 ,-1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,-2 ,1 ,x ,2 ,2 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1146 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,-1 ,0 ,2 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1152 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-2 ,0 ,2 ,-2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1265 ,-1 ,-1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,2 ,0 ,1 ,2 ,0 ,1 ,0 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1278 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,2 ,0 ,1 ,-1 ,0 ,1 ,-1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,1340 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-2 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2025 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,2 ,-1 ,1 ,-1 ,1 ,1 ,0 ,1 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2027 ,-1 ,-1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2077 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,1 ,-2 ,1 ,1 ,0 ,1 ,0 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2079 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,-2 ,-1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2140 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,2 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2141B ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,0 ,x ,-1 ,x ,x ,1 ,x ,x ,0 ,0 ,0 ,0 ,0 ,0 ,x ,0 ,0 ,0 ,1 ,SA11 and SA20 - majority of site is greenfield
4 ,2142 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,2 ,2 ,0 ,2 ,2 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2143 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,2 ,2 ,0 ,2 ,2 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2146 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2147B ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-1 ,-2 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2147D ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-1 ,-2 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2148 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,2 ,-1 ,0 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2149 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,-2 ,-2 ,0 ,2 ,1 ,1 ,2 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,2150A ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,2 ,2 ,x ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
4 ,2150C ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,2 ,2 ,x ,x ,-1 ,x ,x ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
4 ,3009 ,-1 ,-1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,3015 ,-1 ,-1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,2 ,0 ,1 ,2 ,1 ,1 ,-1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,3081A ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,0 ,-1 ,1 ,-2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,""
4 ,3081A ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,1 ,-1 ,1 ,-2 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
4 ,3081A ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,1 ,-1 ,1 ,-2 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
4 ,3081A ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,0 ,-1 ,1 ,-2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,""
4 ,3081B ,0 ,0 ,-1 ,-1 ,0 ,0 ,1 ,1 ,-1 ,1 ,-2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
4 ,3143 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,-2 ,-2 ,0 ,2 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,3150 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,-2 ,0 ,2 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,3153 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,-1 ,0 ,2 ,1 ,1 ,2 ,0 ,1 ,0 ,0 ,-1 ,0 ,0 ,0 ,0 ,0 ,1,""
4 ,3191 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,2 ,-1 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
